"데이터버전","분석단위","자치구명","법정동명","법정동코드8","면적구간","예산구간","거래건수","가격_중앙값_만원","가격_중앙값_억원","단가_중앙값_만원_m2","최소금액_만원","최대금액_만원","거래기간_시작","거래기간_끝","가격표본_신뢰도","GBD_시간분","YBD_시간분","CBD_시간분","3대도심_평균통근시간분","강남_광화문_평균통근시간분","강남_광화문_최장통근시간분","강남_여의도_평균통근시간분","강남_여의도_최장통근시간분","여의도_광화문_평균통근시간분","여의도_광화문_최장통근시간분","매핑_행정동수","통근자료_매핑수","통근자료상태","하락기_낙폭_%","저점대비_회복률_%","방어력_고점분기","방어력_저점분기","방어력_최근분기","유효분기수","방어력_거래건수합","현재고점_미검증","방어력상태","3040비중_%","3040_기준분기","통근점수","방어력점수","3040친화점수","유동성점수","통근점수_강남_광화문","통근점수_강남_여의도","통근점수_여의도_광화문","기존후보마스터_종합점수","기준_종합점수_검토용","최종_종합점수","통근우선_종합점수","방어우선_종합점수","시나리오점수_강남_광화문","시나리오점수_강남_여의도","시나리오점수_여의도_광화문","추천순위_예산면적내","통근우선순위_예산면적내","방어우선순위_예산면적내","강남_광화문_순위_예산면적내","강남_여의도_순위_예산면적내","여의도_광화문_순위_예산면적내","최종추천대상","추천상태","제외_주의사유","가격_산정기준","통근_산정기준","점수_가중치","참조기록","예산상한_억원","예산잔액_억원","가성비율_%","가성비순위_예산면적내","가성비점수","최종_안정성점수","안정성_출처","최종_종합점수_v2","추천상태_v2","최종추천대상_v2"
"v4.0_20260902","법정동×면적구간","은평구","구산동","11380105.0","59㎡급(55~65)","7억 이하","14","48250.0","4.82","804.971638304972","38500","60000","20260208","20260803","충분(10건+)","80.0","61.5","53.0","64.8","66.5","80.0","70.8","80.0","57.2","61.5","1","1","검증완료_v2기준","-39.4","80.4","20213.0","20232.0","20261.0","20.0","373.0","False","검증완료","27.65","20261","34.7","39.3","42.0","34.0","21.5","27.0","47.2","37.5","37.8","37.8","37.0","37.9","33.2","35.1","42.2","27.0","24.0","28.0","28.0","27.0","21.0","True","최종추천가능","","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","7.0","2.18","31.1","11","77.8","39.3","방어력(실측)","37.8","최종추천가능","True"
"v4.0_20260902","법정동×면적구간","도봉구","방학동","11320106.0","59㎡급(55~65)","7억 이하","57","41700.0","4.17","675.024108003857","34500","75000","20260102","20260813","충분(10건+)","84.6","83.4","64.1","77.3","74.3","84.6","84.0","84.6","73.7","83.4","3","3","검증완료_v2기준","-24.7","32.3","20222.0","20241.0","20261.0","21.0","1541.0","False","검증완료","23.98","20261","4.0","62.1","33.4","56.9","2.0","0.6","15.9","34.1","34.1","34.1","26.8","38.4","33.4","32.9","38.2","28.0","30.0","27.0","27.0","29.0","28.0","True","최종추천가능","","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","7.0","2.83","40.4","6","88.9","62.1","방어력(실측)","34.1","최종추천가능","True"
"v4.0_20260902","법정동×면적구간","강북구","수유동","11305103.0","59㎡급(55~65)","7억 이하","35","55500.0","5.55","870.178739416745","40000","62000","20260124","20260730","충분(10건+)","81.4","74.8","55.5","70.5","68.4","81.4","78.1","81.4","65.1","74.8","5","5","검증완료_v2기준","-42.2","38.7","20224.0","20251.0","20261.0","21.0","685.0","False","검증완료","26.54","20261","20.7","34.9","39.4","48.8","16.7","12.4","32.3","32.5","32.4","32.4","30.1","32.9","31.0","29.5","36.5","29.0","28.0","29.0","30.0","30.0","29.0","True","최종추천가능","","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","7.0","1.45","20.7","20","56.7","34.9","방어력(실측)","32.4","최종추천가능","True"
"v4.0_20260902","법정동×면적구간","송파구","마천동","11710114.0","59㎡급(55~65)","7억 이하","21","69000.0","6.9","1156.35997988939","60000","123000","20260110","20260731","충분(10건+)","62.0","79.2","74.3","71.8","68.1","74.3","70.6","79.2","76.8","79.2","2","2","검증완료_v2기준","-40.3","71.1","20213.0","20214.0","20261.0","16.0","253.0","False","검증완료","24.77","20261","17.6","37.9","35.2","40.5","17.4","27.4","10.2","30.1","30.4","30.4","27.5","31.5","30.3","33.8","27.8","30.0","29.0","31.0","31.0","28.0","31.0","True","최종추천가능","","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","7.0","0.1","1.4","44","3.3","37.9","방어력(실측)","30.4","최종추천가능","True"
"v4.0_20260902","법정동×면적구간","도봉구","도봉동","11320108.0","59㎡급(55~65)","7억 이하","28","48850.0","4.88","819.148154821718","36800","62800","20260106","20260806","충분(10건+)","76.6","88.6","66.6","77.3","71.6","76.6","82.6","88.6","77.6","88.6","2","2","검증완료_v2기준","-32.5","31.9","20221.0","20231.0","20261.0","21.0","1067.0","False","검증완료","24.45","20261","4.1","50.0","34.5","45.2","8.7","3.3","8.5","29.4","29.6","29.6","23.5","32.7","31.2","29.3","31.1","31.0","31.0","30.0","29.0","31.0","30.0","True","최종추천가능","","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","7.0","2.12","30.3","12","75.6","50.0","방어력(실측)","29.6","최종추천가능","True"
"v4.0_20260902","법정동×면적구간","서대문구","연희동","11410117.0","59㎡급(55~65)","7~9억","42","80000.0","8.0","1342.36049133186","16000","105000","20260113","20260804","충분(10건+)","72.3","43.3","46.3","54.0","59.3","72.3","57.8","72.3","44.8","46.3","1","1","검증완료_v2기준","-0.4","0.0","20254.0","20261.0","20261.0","19.0","477.0","False","검증완료","28.94","20261","61.4","100.0","45.0","51.8","39.4","52.9","70.9","67.5","67.9","67.9","64.9","72.6","60.2","64.9","71.2","1.0","2.0","1.0","1.0","2.0","1.0","True","최종추천가능","","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","9.0","1.0","11.1","22","47.5","100.0","방어력(실측)","67.9","최종추천가능","True"
"v4.0_20260902","법정동×면적구간","마포구","망원동","11440123.0","59㎡급(55~65)","7~9억","43","75000.0","7.5","1292.31282307821","52000","165000","20260110","20260731","충분(10건+)","68.3","39.6","50.2","52.7","59.3","68.3","53.9","68.3","44.9","50.2","2","2","검증완료_v2기준","-11.2","0.0","20254.0","20261.0","20261.0","20.0","569.0","False","검증완료","33.02","20261","64.5","83.2","54.6","52.2","39.4","60.6","70.7","66.6","66.4","66.4","65.0","68.8","57.6","65.0","68.6","2.0","1.0","2.0","4.0","1.0","2.0","True","최종추천가능","","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","9.0","1.5","16.7","8","78.8","83.2","방어력(실측)","66.4","최종추천가능","True"
"v4.0_20260902","법정동×면적구간","강서구","화곡동","11500103.0","59㎡급(55~65)","7~9억","117","81000.0","8.1","1365.01516683519","14600","145500","20260108","20260813","충분(10건+)","73.8","44.4","61.8","60.0","67.8","73.8","59.1","73.8","53.1","61.8","8","8","검증완료_v2기준","-9.0","0.0","20254.0","20261.0","20261.0","21.0","2739.0","False","검증완료","33.51","20261","46.6","86.6","55.8","68.9","18.3","50.3","55.2","63.0","63.1","63.1","58.7","66.7","53.2","64.4","66.1","3.0","5.0","3.0","9.0","3.0","3.0","True","최종추천가능","","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","9.0","0.9","10.0","23","45.0","86.6","방어력(실측)","63.1","최종추천가능","True"
"v4.0_20260902","법정동×면적구간","서대문구","홍제동","11410111.0","59㎡급(55~65)","7~9억","199","86000.0","8.6","1435.00750876022","28000","162000","20260103","20260822","충분(10건+)","62.8","49.6","37.2","49.9","50.0","62.8","56.2","62.8","43.4","49.6","3","3","검증완료_v2기준","-29.9","86.6","20213.0","20224.0","20261.0","21.0","1944.0","False","검증완료","27.18","20261","71.4","54.0","40.9","77.8","62.4","56.1","73.5","58.9","59.2","59.2","62.5","59.0","56.0","53.8","59.9","4.0","4.0","8.0","5.0","8.0","6.0","True","최종추천가능","","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","9.0","0.4","4.4","33","20.0","54.0","방어력(실측)","59.2","최종추천가능","True"
"v4.0_20260902","법정동×면적구간","서대문구","홍은동","11410118.0","59㎡급(55~65)","7~9억","146","72750.0","7.28","1224.01971684827","42000","127000","20260104","20260819","충분(10건+)","72.4","52.4","46.4","57.1","59.4","72.4","62.4","72.4","49.4","52.4","2","2","검증완료_v2기준","-16.1","0.0","20253.0","20261.0","20261.0","21.0","1311.0","False","검증완료","26.76","20261","53.7","75.5","39.9","72.6","39.1","43.6","62.2","58.5","58.7","58.7","57.2","61.6","53.6","55.1","61.7","5.0","7.0","4.0","8.0","7.0","4.0","True","최종추천가능","","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","9.0","1.72","19.1","6","87.5","75.5","방어력(실측)","58.7","최종추천가능","True"
"v4.0_20260902","법정동×면적구간","성북구","동소문동7가","11290110.0","59㎡급(55~65)","7~9억","16","89100.0","8.91","1485.99066044029","76000","95000","20260202","20260727","충분(10건+)","62.4","61.3","36.6","53.4","49.5","62.4","61.8","62.4","49.0","61.3","1","1","검증완료_v2기준","-16.6","35.5","20212.0","20254.0","20261.0","9.0","79.0","False","검증완료","27.71","20261","62.7","74.8","42.1","36.2","63.7","44.8","63.0","57.9","58.5","58.5","58.4","60.8","58.9","52.3","58.6","6.0","6.0","6.0","3.0","9.0","7.0","True","최종추천가능","","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","9.0","0.09","1.0","38","7.5","74.8","방어력(실측)","58.5","최종추천가능","True"
"v4.0_20260902","법정동×면적구간","양천구","신정동","11470101.0","59㎡급(55~65)","7~9억","133","77000.0","7.7","1289.13443830571","42000","202000","20260102","20260818","충분(10건+)","70.9","41.2","58.2","56.8","64.5","70.9","56.1","70.9","49.7","58.2","6","6","검증완료_v2기준","-20.9","0.0","20234.0","20261.0","20261.0","21.0","4422.0","False","검증완료","28.65","20261","54.5","68.1","44.4","71.0","26.3","56.3","61.6","57.6","57.7","57.7","56.8","59.6","47.8","58.3","60.2","7.0","8.0","7.0","15.0","4.0","5.0","True","최종추천가능","","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","9.0","1.3","14.4","15","63.8","68.1","방어력(실측)","57.7","최종추천가능","True"
"v4.0_20260902","법정동×면적구간","중랑구","중화동","11260103.0","59㎡급(55~65)","7~9억","47","83500.0","8.35","1397.25568942436","41500","127000","20260105","20260718","충분(10건+)","55.1","73.4","56.4","61.6","55.7","56.4","64.2","73.4","64.9","73.4","2","2","검증완료_v2기준","-8.3","0.0","20254.0","20261.0","20261.0","20.0","506.0","False","검증완료","27.32","20261","42.6","87.7","41.2","53.7","48.2","40.0","32.7","56.4","56.9","56.9","52.4","61.5","58.9","56.0","53.4","8.0","12.0","5.0","2.0","5.0","13.0","True","최종추천가능","","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","9.0","0.65","7.2","30","26.2","87.7","방어력(실측)","56.9","최종추천가능","True"
"v4.0_20260902","법정동×면적구간","성북구","돈암동","11290103.0","59㎡급(55~65)","7~9억","127","82000.0","8.2","1366.89448241374","54500","108000","20260106","20260803","충분(10건+)","64.4","61.4","40.5","55.4","52.4","64.4","62.9","64.4","51.0","61.4","6","6","검증완료_v2기준","-25.8","75.6","20214.0","20231.0","20261.0","21.0","1865.0","False","검증완료","27.53","20261","57.8","60.4","41.7","70.3","56.4","42.7","59.2","55.1","55.8","55.8","56.4","56.9","55.3","50.5","56.3","9.0","9.0","9.0","7.0","12.0","10.0","True","최종추천가능","","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","9.0","0.8","8.9","25","40.0","60.4","방어력(실측)","55.8","최종추천가능","True"
"v4.0_20260902","법정동×면적구간","서대문구","현저동","11410109.0","59㎡급(55~65)","7~9억","33","72000.0","7.2","1212.12121212121","61000","138600","20260117","20260813","충분(10건+)","62.3","39.3","31.2","44.3","46.8","62.3","50.8","62.3","35.2","39.3","1","1","검증완료_v2기준","-38.0","85.0","20212.0","20232.0","20261.0","14.0","255.0","False","검증완료","24.61","20261","85.2","41.4","34.8","47.9","70.5","66.8","89.1","55.5","55.7","55.7","62.6","53.9","50.6","49.3","57.1","10.0","3.0","12.0","13.0","14.0","8.0","True","최종추천가능","","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","9.0","1.8","20.0","3","93.8","41.4","방어력(실측)","55.7","최종추천가능","True"
"v4.0_20260902","법정동×면적구간","광진구","화양동","11215107.0","59㎡급(55~65)","7~9억","12","72500.0","7.25","1225.38358454441","50000","115000","20260330","20260715","충분(10건+)","40.9","64.4","47.1","50.8","44.0","47.1","52.6","64.4","55.8","64.4","1","1","검증완료_v2기준","-34.3","37.4","20224.0","20241.0","20261.0","21.0","306.0","False","검증완료","29.08","20261","69.1","47.2","45.4","31.6","77.3","63.1","50.1","52.4","52.9","52.9","56.2","51.8","55.7","50.8","46.2","11.0","10.0","13.0","6.0","11.0","21.0","True","최종추천가능","","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","9.0","1.75","19.4","5","90.0","47.2","방어력(실측)","52.9","최종추천가능","True"
"v4.0_20260902","법정동×면적구간","은평구","응암동","11380107.0","59㎡급(55~65)","7~9억","226","87600.0","8.76","1465.40924390558","41000","142000","20260102","20260820","충분(10건+)","77.8","54.0","51.9","61.2","64.8","77.8","65.9","77.8","53.0","54.0","3","3","검증완료_v2기준","-25.0","67.5","20214.0","20234.0","20261.0","21.0","2658.0","False","검증완료","28.26","20261","43.5","61.7","43.4","79.9","25.6","36.7","55.4","52.6","52.6","52.6","50.8","54.4","46.3","50.2","56.7","12.0","13.0","11.0","19.0","13.0","9.0","True","최종추천가능","","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","9.0","0.24","2.7","36","12.5","61.7","방어력(실측)","52.6","최종추천가능","True"
"v4.0_20260902","법정동×면적구간","구로구","온수동","11530110.0","59㎡급(55~65)","7~9억","17","72000.0","7.2","1200.40013337779","64500","80000","20260130","20260722","충분(10건+)","72.0","53.7","68.4","64.7","70.2","72.0","62.8","72.0","61.0","68.4","1","1","검증완료_v2기준","-12.0","21.1","20243.0","20251.0","20261.0","11.0","141.0","False","검증완료","29.92","20261","35.0","81.9","47.3","37.1","12.3","42.8","40.0","52.6","52.4","52.4","47.1","56.4","44.4","55.1","54.1","13.0","19.0","10.0","22.0","6.0","12.0","True","최종추천가능","","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","9.0","1.8","20.0","3","93.8","81.9","방어력(실측)","52.4","최종추천가능","True"
"v4.0_20260902","법정동×면적구간","종로구","창신동","11110174.0","59㎡급(55~65)","7~9억","33","79000.0","7.9","1244.97370862976","51000","92000","20260115","20260713","충분(10건+)","56.0","61.9","34.6","50.8","45.3","56.0","58.9","61.9","48.2","61.9","3","3","검증완료_v2기준","-33.2","62.4","20214.0","20244.0","20261.0","15.0","312.0","False","검증완료","22.87","20261","69.1","48.9","30.8","47.9","74.2","50.6","64.4","51.0","51.3","51.3","55.3","51.2","53.1","44.9","49.7","14.0","11.0","15.0","10.0","21.0","18.0","True","최종추천가능","","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","9.0","1.1","12.2","19","52.5","48.9","방어력(실측)","51.3","최종추천가능","True"
"v4.0_20260902","법정동×면적구간","성북구","상월곡동","11290137.0","59㎡급(55~65)","7~9억","32","76750.0","7.68","1280.23352793995","54000","88200","20260111","20260812","충분(10건+)","66.6","61.3","47.7","58.5","57.2","66.6","64.0","66.6","54.5","61.3","1","1","검증완료_v2기준","-25.6","10.0","20213.0","20234.0","20261.0","16.0","280.0","False","검증완료","25.68","20261","50.2","60.7","37.4","47.4","44.7","40.6","52.5","49.4","49.9","49.9","49.5","51.6","47.9","46.5","50.7","15.0","15.0","14.0","14.0","17.0","16.0","True","최종추천가능","","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","9.0","1.32","14.7","14","67.5","60.7","방어력(실측)","49.9","최종추천가능","True"
